Date,3m,6m,9m,1y,2y,3y,4y,5y,6y,7y,8y,9y,10y,12y,15y,20y,30y
2024-07-09,3.4496,3.3409,3.2816,3.2111000000000005,3.1024000000000003,3.0644999999999993,3.0552000000000006,3.0488,3.0533999999999994,3.0607,3.0706000000000007,3.080700000000001,3.0920999999999994,3.1072000000000006,3.0831,2.9715999999999996,2.8615
2024-07-08,3.4107,3.3146,3.256,3.1942,3.1,3.0670999999999995,3.0557,3.05,3.0537999999999994,3.0613000000000006,3.0683,3.0802000000000005,3.0908999999999995,3.1020000000000003,3.0806,2.974,2.8689
2024-07-05,3.4044,3.3094,3.2547,3.1970000000000005,3.1108,3.0785999999999993,3.0687,3.066,3.0697000000000005,3.0777000000000005,3.085,3.0939999999999994,3.1069,3.12,3.0977,2.9838,2.8715
2024-07-04,3.3795,3.3022,3.2426999999999997,3.1913,3.1138,3.0837999999999997,3.0776,3.0759999999999996,3.0796,3.0862,3.0969,3.1037999999999997,3.1149999999999998,3.1323,3.1100999999999996,2.9962,2.8838
2024-07-03,3.4012,3.3269,3.2748,3.224,3.1487999999999996,3.1181999999999994,3.1138,3.1128999999999993,3.1162999999999994,3.1234,3.1294,3.1393,3.1504,3.1647,3.1459999999999995,3.0319,2.9195
2024-07-02,3.3945,3.3485,3.2929,3.2371,3.1553999999999998,3.1238,3.1193,3.1202000000000005,3.1248,3.131,3.1388,3.1488,3.1600999999999995,3.1745,3.1528999999999994,3.0363999999999995,2.9217
2024-07-01,3.4595,3.4036000000000004,3.3585000000000003,3.3046000000000006,3.2190999999999996,3.1821,3.1694,3.1629999999999994,3.1609000000000003,3.165,3.1715,3.1774000000000004,3.1859999999999995,3.2012,3.1784999999999997,3.0619,2.9471
2024-06-28,3.4502,3.3922000000000003,3.3417,3.2823,3.1874999999999996,3.1444,3.1268,3.1182999999999996,3.1165,3.1201000000000003,3.1247,3.1303,3.1398,3.1551,3.1322,3.0134,2.8966
2024-06-27,3.4815,3.4216000000000006,3.3706000000000005,3.3119000000000005,3.2183,3.1766,3.1600000000000006,3.1514999999999995,3.1489,3.1519,3.1528000000000005,3.1598,3.1724,3.1847000000000003,3.163,3.0465,2.9317
2024-06-26,3.4839,3.4144999999999994,3.3551,3.298,3.2056,3.1593999999999998,3.1447,3.136,3.1315,3.1345000000000005,3.1405,3.1395,3.1468,3.1576,3.1352999999999995,3.0188999999999995,2.9042
2024-06-25,3.4738,3.4032,3.3382999999999994,3.2817,3.1901,3.1485,3.1325,3.1215999999999995,3.1217,3.1252000000000004,3.1295999999999995,3.1339,3.1417,3.1525000000000003,3.1302999999999996,3.0138,2.8991
2024-06-24,3.4494,3.3805,3.3221999999999996,3.2688,3.1824,3.1439999999999997,3.1305,3.1215,3.1216,3.1244,3.1272,3.1334,3.1437,3.1521999999999997,3.1272999999999995,3.0059,2.8865
2024-06-21,3.4385,3.3690999999999995,3.3014,3.2484,3.1604,3.1185,3.1024,3.0892,3.0877,3.0914000000000006,3.0962000000000005,3.1019,3.1103,3.1192,3.0963,2.9727,2.8511
2024-06-20,3.4571,3.4018,3.3369,3.2874,3.2034999999999996,3.1570999999999994,3.1362,3.123,3.1213,3.1247999999999996,3.1288000000000005,3.1325999999999996,3.141,3.1495,3.1244,3.0031,2.8837
2024-06-19,3.4334,3.3880000000000003,3.3209,3.2637000000000005,3.1698,3.1173999999999995,3.0924,3.0784999999999996,3.0769,3.0803000000000003,3.0833,3.0883,3.0949999999999998,3.1040999999999994,3.0792999999999995,2.9629999999999996,2.8482
2024-06-18,3.494,3.441,3.3853000000000004,3.3294,3.2322,3.1762999999999995,3.1555999999999997,3.1447999999999996,3.1432999999999995,3.1452,3.1493,3.1578999999999997,3.1647,3.1758,3.155199999999999,3.0287,2.9036
2024-06-17,3.512,3.4469,3.3877,3.3292,3.2295,3.1754,3.1546000000000003,3.1449999999999996,3.1465,3.1521,3.1540000000000004,3.1617,3.1697,3.1814000000000004,3.1651,3.0362,2.9086
2024-06-14,3.5506,3.4757,3.4159000000000006,3.3589,3.2612999999999994,3.2075,3.1852,3.1737999999999995,3.1736000000000004,3.1768,3.1815000000000007,3.1864,3.1928,3.2041,3.1855,3.0615,2.9389
2024-06-13,3.5598,3.5019000000000005,3.4406999999999996,3.3832,3.2887,3.2452,3.2312,3.224,3.2254000000000005,3.2291,3.2345000000000006,3.2373,3.2441000000000004,3.2562,3.2377,3.1012,2.9663
2024-06-12,3.5647,3.5092,3.4590999999999994,3.4054,3.3203000000000005,3.2797,3.2645000000000004,3.2566,3.2575,3.2595000000000005,3.2617000000000003,3.2661,3.2726,3.2826,3.2585999999999995,3.1168999999999993,2.9769
2024-06-11,3.5748,3.5243,3.4759,3.4294000000000002,3.3528999999999995,3.3150999999999997,3.3,3.2939,3.2957,3.2985,3.3005,3.3055000000000003,3.3137,3.324,3.3072,3.1653,3.025
2024-06-10,3.5697,3.5129,3.4705000000000004,3.4327000000000005,3.3700999999999994,3.3367,3.3206,3.3126999999999995,3.3151000000000006,3.3174000000000006,3.3215,3.3262,3.3318999999999996,3.3437,3.3252,3.1856999999999998,3.0479
2024-06-07,3.5748,3.4978,3.4388999999999994,3.3949,3.3212,3.2813,3.2621000000000007,3.2522,3.2547,3.2578,3.2624,3.2692,3.2774999999999994,3.2863,3.2665,3.1298,2.9949
2024-06-06,3.5796,3.5063000000000004,3.4651,3.4217,3.3514,3.3160999999999996,3.2983,3.2905,3.2918,3.2969,3.3031,3.3088,3.3138,3.3252000000000006,3.3072,3.1728000000000005,3.0402
2024-06-05,3.5796,3.5063,3.4651,3.4217,3.3513999999999995,3.3161999999999994,3.2995000000000005,3.2923,3.2926,3.2982000000000005,3.3007999999999997,3.3068,3.3137,3.3247,3.3072,3.1728,3.0401
2024-06-04,3.5849,3.5205,3.4826,3.4521,3.3991,3.3675999999999995,3.3533,3.3462,3.3464000000000005,3.3478,3.3499,3.3545,3.3601999999999994,3.3712000000000004,3.3505999999999996,3.2085,3.0681
2024-06-03,3.5898,3.5343,3.5093,3.4854,3.4431999999999996,3.4181,3.4102000000000006,3.4062999999999994,3.4053,3.4053000000000004,3.4088,3.4202999999999997,3.4431,3.4293000000000005,3.4094,3.2720000000000002,3.1364
2024-05-31,3.605,3.5533,3.5261,3.5062,3.4714999999999994,3.4540999999999995,3.4553,3.4564,3.4557,3.4573000000000005,3.4606,3.4644000000000004,3.4704,3.4806,3.4599999999999995,3.3226,3.187
2024-05-30,3.6,3.5476999999999994,3.5264000000000006,3.5009000000000006,3.4579,3.4383,3.4366000000000003,3.4359,3.4353000000000002,3.437,3.4403,3.4433999999999996,3.4476,3.4578,3.4376,3.3000999999999996,3.1644
